num,smiles,energy,predictions
1,CN(C)C,3.482889,3.0909259980000003
2,C1CCNC1,2.415628,2.337589429999998
3,C[N+](C)(C)[O-],0.5774312,1.7627120600000026
4,CC(C(=O)O)N,5.794648,6.592479190000002
5,CNCC(=O)O,6.763821,7.061653880000002
6,C1=CC(=O)NC=C1,8.429222,6.455016475
7,C1=CC(=CN=C1)O,6.116403,5.988601990666663
8,C1CCN(C1)N=O,3.338057,4.467111675999999
9,CCCCC(=O)O,-1.377568,-0.621142175
10,C(CC(=O)O)CN,5.187356,5.275191020000007
11,CN(C)CC(=O)O,6.262756,9.447568890000005
12,C(C(=O)O)C(=O)O,6.112192,6.481637960000004
13,CC(C)(C(=O)O)O,2.746852,3.3967564119999967
14,C[N+](C)(C)CCO,16.65412,13.381039418999995
15,C(C(C(=O)O)N)O,7.963014,8.357079300000006
16,C(C(C(=O)O)O)O,8.876786,8.464260575000004
17,CC1=CC=C(C=C1)O,0.1493156,4.373844145296668
18,C(CS(=O)O)N,7.9515,7.820112370000004
19,C1=CC=C(C(=C1)O)O,2.572151,3.2084799416666665
20,C1=CC(=CC=C1O)O,3.657811,3.2084799416666665
21,C1=C(NC(=O)N=C1)N,13.78461,12.00169219
22,C1=C(NC=N1)CCN,8.947242,8.58229365999999
23,C1CC(NC1)C(=O)O,5.136201,5.6552799900000075
25,C(=CC(=O)O)C(=O)O,7.279622,6.343745229999996
26,C(CC(=O)[O-])C(=O)[O-],24.75438,22.01566271000001
27,CCC(CC)C(=O)O,0.5482145,-0.174195438
28,C(C(=O)O)N=C(N)N,8.192497,8.973615410000003
29,C1=CC=C2C(=C1)C=CN2,4.444177,4.5782335050000045
30,C(CCN)CC(=O)O,4.886794,4.9322629300000065
31,C(C(=O)O)(C(=O)O)N,11.41597,10.444582345000006
32,C(CO)C(C(=O)O)N,11.44261,8.706859059500005
33,CC(C(C(=O)O)N)O,8.814822,8.955246383500004
34,C1=C2C(=NC=N1)N=CN2,13.7466,6.895289658166669
35,C1=CC=C(C=C1)CC=O,6.086147,6.387822788333327
36,C1=CC(=CC=C1C=O)O,6.894022,6.983728549999992
37,C(C(C(CO)O)O)O,10.41118,11.450033995000004
38,C1=CC(=CN=C1)C(=O)O,10.21981,9.184299144107142
39,CC1=CC(=C(C=C1)O)O,4.481809,3.513828948666664
40,C(CS(=O)(=O)O)N,10.03021,9.375821892500005
41,CC1=C(NC(=O)N=C1)N,14.03797,10.318276625000003
42,C1=C(C=C(C=C1O)O)O,2.221457,3.7315832903333277
43,C1=CC(=C(C(=C1)O)O)O,5.842005,3.7315832903333277
44,C1=C(NC=N1)CC(=O)O,9.069784,8.526201950095235
45,CC1=CNC(=O)NC1=O,7.912806,10.223729535000013
46,C1CCNC(C1)C(=O)O,5.812083,6.315305947866667
47,C=C(CC(=O)O)C(=O)O,5.628878,5.71006844386666
48,CC(C)CC(C(=O)O)N,2.486296,3.6733793872200016
49,CC(CC(=O)O)C(=O)O,5.367402,5.1913318223428595
50,C(CC(=O)O)CC(=O)O,3.332253,4.408335942562862
51,C(C(C(=O)O)N)C(=O)N,11.49426,11.41383591000001
52,CC(C)CC(C(=O)O)O,1.658786,1.267361174253334
53,C(CC(C(=O)O)N)CN,8.364677,10.622703280000005
54,C(C(C(=O)O)N)C(=O)O,9.461982,9.13362337000001
55,C1C2=CC=CC=C2NC1=O,6.839767,6.97744171533333
56,C1=CC2=C(C=CN2)C=C1O,3.132535,6.135999649999992
57,C(C(C(=O)O)O)C(=O)O,7.055828,8.21368921000001
58,C1=NC2=NC=NC(=C2N1)N,13.50088,12.280866146166664
59,C1=CC=C(C=C1)CC(=O)N,7.569592,7.913037900857157
60,C(C(C(C(=O)O)O)O)O,9.122971,9.834875070000015
61,C(C(C(C(=O)O)O)O)O,8.482871,9.834875070000015
62,C1=NC2=C(N1)C(=O)NC=N2,15.15733,13.438026173333334
63,C[N+]1=CC=CC(=C1)C(=O)[O-],25.53217,22.489661974999986
64,C1=CC(=CC=C1C(=O)O)N,8.600115,7.950150811904758
65,C1=CC(=CC=C1CCN)O,6.058191,7.266017598238095
66,C1=CC=C(C=C1)C(CN)O,8.336256,8.289855024166675
67,C1=CC=C(C(=C1)C(=O)O)O,5.435565,5.88947410884286
68,C1=CC(=CC(=C1)O)C(=O)O,5.755558,5.88947410884286
69,C1=CC(=CC=C1C(=O)O)O,6.489412,5.88947410884286
70,C1=C(NC=N1)C=CC(=O)O,7.257556,7.644564658333342
71,C1=C(NC=N1)CCC(=O)O,7.424026,8.111324066666675
72,C1CC(CCC1C(=O)O)O,4.383952,6.718868859922225
73,CC(=O)NCCCCCN,8.22168,7.757886834399995
74,C1=CC=C2C(=C1)C(=CN2)C=O,7.711227,7.564638935000005
75,C(CC(=O)O)C(=O)C(=O)O,5.82718,6.827578689999999
76,C(CCC(=O)O)CC(=O)O,4.861296,4.78767427333333
77,C(CC(=O)N)C(C(=O)O)N,10.14863,10.550148575000016
78,C(CCN)CC(C(=O)O)N,7.949067,7.782556416666664
79,C(CC(=O)O)C(C(=O)O)N,8.331636,8.839031750000006
80,C1=CC=C(C=C1)C=CC(=O)O,3.489509,6.6510873500000045
81,C1C(C(C(C(O1)O)O)O)O,14.32392,14.649938372857148
82,C1C(C(C(C(O1)O)O)O)O,13.9814,14.649938372857148
83,CC(C1=CC=CC=C1)C(=O)O,5.304699,6.050539390000009
84,C1=CC=C(C=C1)CCC(=O)O,5.128603,5.645077720000002
85,C1=NC2=C(N1)C(=O)NC(=O)N2,15.55801,14.443091246666668
86,C1=CC(=CC(=C1)O)CC(=O)O,5.76815,6.745997614499996
87,COC1=CC=CC(=C1)C(=O)O,11.5833,10.25299712199999
88,C1=CC(=CC=C1CC(=O)O)O,5.897002,6.745997614499996
89,COC1=CC=C(C=C1)C(=O)O,12.43554,10.25299712199999
90,C(C(C(C(CO)O)O)O)O,16.36335,15.710517115000009
91,CC(=O)NCCC1=CN=CN1,13.00002,11.812813089999981
92,C1=CC(=C(C=C1C(=O)O)O)O,8.900242,6.937089501142857
93,C1=C(C=C(C=C1O)O)C(=O)O,6.020002,6.937089501142857
94,C1=C(NC=N1)CC(C(=O)O)N,11.3567,11.975456760000016
95,C1=C(NC(=O)NC1=O)C(=O)O,16.33699,14.76147042333333
96,CC(=CC(=O)NCC(=O)O)C,6.109339,5.249993839999998
97,CC(C)CC(=O)NCC(=O)O,3.8942,4.568656483333339
98,C(CC(=O)C(=O)O)CC(=O)O,7.645163,6.663304736666666
100,CC(CCC(=O)O)CC(=O)O,2.348857,3.2855044700000042
101,C1=CC=C2C(=C1)C(=CN2)CCN,7.105322,7.261264879999999
102,C1=CC=C2C(=C1)C(=CN2)C(=O)O,6.898363,6.692961005500003
103,CC(CC(=O)O)(CC(=O)O)O,10.0557,8.833087669999998
104,CC(=O)NC(CS)C(=O)O,9.409444,8.869842740000001
105,C1=CC(=CC(=C1)O)C=CC(=O)O,3.541925,5.289807645833337
106,CN1C(=O)C2=C(N=CN2)N=C1N,17.70668,16.017741120000004
107,C1=CC=C(C=C1)CC(C(=O)O)N,8.813242,8.440837096666653
108,CN1C2=C(C(=O)NC1=O)NC=N2,17.26698,16.035892648571433
109,C1=CC(=CC(=C1)O)CCC(=O)O,5.264338,5.209123759333339
110,C1=CC(=CC=C1CCC(=O)O)O,4.045514,5.209123759333339
111,COC1=CC=C(C=C1)CC(=O)O,10.98142,9.720019259999987
112,CC(C1=CC=CC=C1)(C(=O)O)O,6.500844,7.676811957333334
113,C1=CC(=C(C=C1CC(=O)O)O)O,8.573576,7.081368225
114,C1=CC(=CC(=C1)O)C(C(=O)O)O,7.013756,7.26259250499999
115,C1=CC(=CC=C1C(C(=O)O)O)O,7.16567,7.26259250499999
116,CC1=NC=C(C(=C1O)CO)CO,15.38486,12.789184086666678
117,CN1C=C(N=C1)CC(C(=O)O)N,12.05998,13.082928801904767
118,C1=C(C=C(C(=C1O)O)O)C(=O)O,8.718863,9.231749048833336
119,C1=CC=C(C=C1)OS(=O)(=O)O,7.383425,7.680047569499996
120,C(C(=CC(=O)O)C(=O)O)C(=O)O,8.996067,7.809153929999993
121,C1C(C(C(C=C1C(=O)O)O)O)O,10.47987,11.270263776666663
122,C1=CC=C2C(=C1)C(=CN2)CC(=O)N,7.945141,8.460218580833338
123,C(CCCC(=O)O)CCC(=O)O,2.985833,3.0221040115000055
124,C(CC(C(=O)O)N)CN=C(N)N,10.15495,10.912427399999999
125,CNCCC1=CNC2=CC=CC=C21,7.360949,7.525598640000002
126,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,8.23834,7.719226533333336
127,C(CC(C(=O)O)N)CNC(=O)N,11.03122,11.177853429999995
128,C(C(CC(=O)O)C(=O)O)C(=O)O,6.552506,7.635593109999995
129,C(C(C(=O)O)NC(=O)N)C(=O)O,13.96261,12.723112460000008
130,C1=CC2=C(C=C1O)C(=CN2)CCN,7.72648,7.132114572500002
131,C1=CC=C(C=C1)C(=O)NCC(=O)O,11.44457,9.361776789999999
132,C(C1C(C(C(C(O1)O)N)O)O)O,17.33277,17.952239633571413
133,C1=CC(=C(C=C1C=CC(=O)O)O)O,7.479501,7.51648857000001
